Component,Origin,Class,Subclass,Group,Subgroup,Unit Type,Definition,Literature Cited,CMECS Version,Component Code,Unit Code,IRI (NCEI base URL + Term ID),Unit ID,Unit Status,Type of Change,Implementation Guidance,Notes
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Trace Gravels,Sandy Mixes with Trace Gravel,,CMECS Substrate Component: Substrate Group,"Geologic Unconsolidated Mineral Substrate surface is 0.01% (a trace) of Gravel (particles 2 millimeters to < 4,096 millimeters in diameter) to < 5% Gravel, and the remaining Sand-Mud mix is 50% or more Sand (particles 0.0625 millimeters to < 2 millimeters in diameter).",,1.1.2,S,1.4.1.1,https://w3id.org/CMECS/CMECS_00001678,CMECS_00001678,Original Unit,Addition,"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Trace Gravels,Sandy Mixes with Trace Gravel,Slightly Gravelly Sand,CMECS Substrate Component: Substrate Subgroup,"Geologic Unconsolidated Mineral Substrate surface is 0.01% (a trace) of Gravel (particles 2 millimeters to < 4,096 millimeters in diameter) to < 5% Gravel, and the remaining Sand-Mud mix is 90% or more Sand (particles 0.0625 millimeters to < 2 millimeters in diameter).",,1.1.2,S,1.4.1.1.1,https://w3id.org/CMECS/CMECS_00000763,CMECS_00000763,Original Unit,Attribute Change (revised unit code)|Editorial Change: defintion re-worded|Membership change,"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Trace Gravels,Sandy Mixes with Trace Gravel,Slightly Gravelly Muddy Sand,CMECS Substrate Component: Substrate Subgroup,"Geologic Unconsolidated Mineral Substrate surface is 0.01% (a trace) of Gravel (particles 2 millimeters to < 4,096 millimeters in diameter) to < 5% Gravel, and the remaining Sand-Mud mix is 50% to < 90% Sand (particles 0.0625 millimeters to < 2 millimeters in diameter).",,1.1.2,S,1.4.1.1.2,https://w3id.org/CMECS/CMECS_00000762,CMECS_00000762,Original Unit,Attribute Change (revised unit code)|Editorial Change: defintion re-worded|Membership change,"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Trace Gravels,Muddy Mixes with Trace Gravel,,CMECS Substrate Component: Substrate Group,"Geologic Unconsolidated Mineral Substrate surface is 0.01% (a trace) of Gravel (particles 2 millimeters to < 4,096 millimeters in diameter) to <5% Gravel, and the remaining Sand-Mud mix is 50% or more Mud (particles less than 0.0625 millimeters in diameter).",,1.1.2,S,1.4.1.2,https://w3id.org/CMECS/CMECS_00001679,CMECS_00001679,Original Unit,Addition,"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Trace Gravels,Muddy Mixes with Trace Gravel,Slightly Gravelly Sandy Mud,CMECS Substrate Component: Substrate Subgroup,"Geologic Unconsolidated Mineral Substrate surface is 0.01% (a trace) of Gravel (particles 2 millimeters to < 4,096 millimeters in diameter) to <5% Gravel (particles 2 millimeters to < 4,096 millimeters in diameter), and the remaining Sand-Mud mix is 50% to <90% Mud (particles less than 0.0625 millimeters in diameter).",,1.1.2,S,1.4.1.2.1,https://w3id.org/CMECS/CMECS_00000764,CMECS_00000764,Original Unit,Attribute Change (revised unit code)|Editorial Change: defintion re-worded|Membership change,"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Trace Gravels,Muddy Mixes with Trace Gravel,Slightly Gravelly Mud,CMECS Substrate Component: Substrate Subgroup,"Geologic Unconsolidated Mineral Substrate surface is 0.01% (a trace) of Gravel (particles 2 millimeters to < 4,096 millimeters in diameter) to < 5% Gravel, and the remaining Sand-Mud mix is 90% or more Mud (particles less than 0.0625 millimeters in diameter).",,1.1.2,S,1.4.1.2.2,https://w3id.org/CMECS/CMECS_00000761,CMECS_00000761,Original Unit,Attribute Change (revised unit code)|Editorial Change: defintion re-worded|Membership change,"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,,,CMECS Substrate Component: Substrate Subclass,Geologic Unconsolidated Mineral Substrate surface contains no trace of Gravel and is >50% Sand (particles 0.0625 millimeters to < 2 millimeters in diameter) with the remainder composed of Mud (particles < 0.0625 millimeters in diameter).,,1.1.2,S,1.4.2,https://w3id.org/CMECS/CMECS_00001676,CMECS_00001676,Original Unit,Addition,"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,Sand,,CMECS Substrate Component: Substrate Group,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is greater than or equal to 90% Sand (particles 0.0625 millimeters to < 2 millimeters in diameter).,,1.1.2,S,1.4.2.1,https://w3id.org/CMECS/CMECS_00000701,CMECS_00000701,Original Unit,Editorial Change (defintion re-worded)|Membership change|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,Sand,Very Coarse Sand,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is greater than or equal to 90% Sand (particles 1 millimeter to < 2 millimeters).,,1.1.2,S,1.4.2.1.1,https://w3id.org/CMECS/CMECS_00000878,CMECS_00000878,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,Sand,Coarse Sand,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is greater than or equal to 90% Sand (particles 0.5 millimeters to < 1 millimeter).,,1.1.2,S,1.4.2.1.2,https://w3id.org/CMECS/CMECS_00000166,CMECS_00000166,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,Sand,Medium Sand,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is greater than or equal to 90% Sand (particles 0.25 millimeters to < 0.5 millimeters).,,1.1.2,S,1.4.2.1.3,https://w3id.org/CMECS/CMECS_00000527,CMECS_00000527,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,Sand,Fine Sand,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is greater than or equal to 90% Sand (particles 0.125 millimeters to < 0.25 millimeters).,,1.1.2,S,1.4.2.1.4,https://w3id.org/CMECS/CMECS_00000343,CMECS_00000343,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,Sand,Very Fine Sand,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is greater than or equal to 90% Sand (particles 0.0625 millimeters to < 0.125 millimeters).,,1.1.2,S,1.4.2.1.5,https://w3id.org/CMECS/CMECS_00000882,CMECS_00000882,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Sandy Substrate  ,Muddy Sand,,CMECS Substrate Component: Substrate Group,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is 50% to < 90% Sand (particles 0.0625 millimeters to 2 millimeters in diameter); the remainder is Mud (particles less than 0.0625 millimeters in diameter).,,1.1.2,S,1.4.2.2,https://w3id.org/CMECS/CMECS_00000579,CMECS_00000579,Original Unit,Editorial Change (defintion re-worded)|Membership change|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
